marca,model,pret,capacitate motor,putere,combustibil,caroserie,rulaj,culoare,an fabricatie,cutie viteza,descriere
peugeot,5008,2 399 €,1 600 cm³,120 CP,Benzina,Hatchback,258 529 km,Rosu,2010,Manuala,"Recent adusa din Olanda (licitatie)
Se poate vedea in Arad, pe str. Marasesti"
peugeot,508,16 000 €,2 000 cm³,163 CP,Diesel,Break,202 333 km,Alb,2020,Automata,"Peugeot 508 Station Wagon
2.0 HDI 163 hp, adblue
Cutie automata Aisin EAT8 ( sport, normal si economic)
La 184000 au fost schimbate urmatoarele: curea distributie , ulei cutie, capete bara, bucsi, birlete,
discuri si placute fata/spate.
Navigatie 3d, Apple/Android Car play,  clima 2 zone, computer bord, Interior piele + textil ,4 geamuri electrice, oglinzi electrice(rabatabile), xenon,  electronic stability control , lane keep assist, steering assist, Keyless entry , keyless go, senzori parcare fata/spate cu afisaj 360, senzori lumini, ploaie, senzor presiune roti, BLIS (asistenta oglinzi unghi mort) puddle lights (lumini sub oglinzi la deschiderea usilor + asistenta virajJ , Active Safe Brake (distronic - franeaza singura in caz de impact) volan din piele cu comenzi + reglabil adancime si inaltime, cotiera centrala fata cu spatiu depozitare roata, spate cu suport de pahare, bancheta spate rabatabila cu sistem Isofix,  rezerva,  Jante aliaj pe 18 cu cauciucuri noi de vara  si cauciucuri noi de iarna.
Masina are si autorizatie pt a face Uber Black (s-a lucrat part time  ocazional)
202333 km, sunt reali si se pot verifica cu VIN: URSFJEHYRKY174250
Nu fac schimb!"
peugeot,207,999 €,1 400 cm³,N/A,Benzina,Break,196 000 km,Negru,2009,Manuala,"Masina este foarte intretinuta , fara rugina sau indoituri ,rupturi
La interior masina este aproape noua
A avut doar 2 proprietari
Cauciuri noi brigstone (vara)
Placute de frane fata noi
Baterie noua (9.11.2025)
Recent adusa , nu sa-u scos nici un rand de numere rosii.
Mai multe detalii la telefon...
Pret fix"
peugeot,308,4 850 €,1 590 cm³,156 CP,Benzina,Cabrio,141 900 km,Maro / Bej,2011,Manuala,"Peugeot 308 CC 1.6 Turbo 156 Cp
Rar efectuat
Euro5
6+1 trepte
159 cp
1.6 benzina turbo
Consum mediu oras 7.8
Documente TUV si factura de achizitie cu km notati
Provine din Germania
Se ofera factura
Revizie efectuată la decapotare
Dotari:
Climatronic
Geamuri electrice
Scaune sport
Volan piele reglabil
Radio CD
Senzorii ploaie si lumini
Senzori parcare
Follow me home
Pachet crom
Jante aliaj R17 cu anvelope Allseason, DOT2022
Stopuri si lumini de zi LED
Doua chei"
peugeot,5008,3 750 €,1 996 cm³,163 CP,Diesel,Monovolum,302 000 km,Gri,2011,Automata,"Vând Peugeot 5008 an 2011 Germania
302.000 km reali
Unic proprietar, cumpărată nouă din Germania, mașină de familie
Cutie automată 6 trepte+1
7 locuri (5+2) - flexibilitate mărită
Motor diesel 2.0 163 CP
Plafon full panoramic
Faruri xenon adaptive
Întreținută cu reviziile la zi, inclusiv revizie recentă pe turbină, baterie nouă, cauciucuri foarte bune (iarnă), jante originale 17""
Preț ușor negociabil
Opțional pentru această mașină:
Set jante 16"" Dezent + 450 €
THULE Wingbar cu 4 suporturi THULE pentru biciclete + 500 €"
peugeot,5008,14 999 €,1 500 cm³,130 CP,Diesel,SUV,180 450 km,Albastru,2019,Manuala,"Vopsea originala
Faruri full led
Day Light LED
Stopuri LED
Incalzire in scaune
Incalzire in parbriz
Jante Diamont Cut
Discuri și plăcute noi
Revizie efectuata
7 locuri
Crom line
Blind Spot
Camera marsarier
Privacy Glass
Menține banda
Recunoaște semnele de circulație
Cornering
Digital Cockpit
Conexiune media
Piano Black
Lumini ambientale
Oglinzi heliomate
Oglinzi pliabil electric
Senzori de ploaie
Senzori de parcare
Senzori de lumina
Culoare deosebita
Carte service la zi
Km reali
Comenzi vocale
Pilot automat
Active Drive
Asistenta plecare în rampă
Distronic
Drive Mode
Perdeluțe la geamuri
Interior piele
Unic proprietar
GT Line
Impecabila"
peugeot,208,7 000 €,1 200 cm³,110 CP,Benzina,Hatchback,167 099 km,Albastru,2018,Automata,"Vând Peugeot 208, an 2018, 1.2 benzina automat, 110cp, panoramic(plafon din sticlă), dubla clima,pilot automat,navigatie,comenzi volan, camera marsalier,4 geamuri electrice, buton sport sau zăpadă,faruri automate,lumini de zi,senzori ploaie,parcare,asistenta parcare,asistenta coborâre,urcare din rampă,jante aliaj r16,geamuri negre,stopuri led,faruri led,lumini ambientale,oglinzi electrice încălzite rabatabile electric, 2 chei, recenta adusa, carte service! Preț:.7.000 euro"
peugeot,308,6 999 €,1 199 cm³,130 CP,Benzina,Hatchback,149 999 km,Gri,2018,Manuala,"Peugeot 308  -150.000KM-
Motor 1.2 turbo fiabil si consum mic,o masina perfecta pentru oraș
Mod ECO
Navigație
Camera marșarier
Clima 2 zone
Comenzi volan
Keyless entry și go
Se oferă fiscal și toate actele necesare transcrierii"
peugeot,308,4 999 €,1 199 cm³,130 CP,Benzina,Break,201 700 km,N/A,2016,Manuala,"Peugeot 308 SW
An 2016
Motor 1.2 benzina, 130 Cp, Euro 6
Rulaj 201.700 km
Cutie manuală 6+1
Lumini de zi LED
Jante aliaj originale Peugeot
Cârlig remorcă
Proiectoare ceață
Senzori parcare
Senzor lumini
Senzor ploaie
Geamuri electrice față-spate
Oglinzi electrice, încălzite, retractabile
Climatronic 2 zone cu comanda pe display
Pilot automat
Computer de bord
Navigație
Bluetooth telefon
Sistem multimedia cu touchscreen mare
Volan din piele cu comenzi
Închidere centrlizata
2 chei
Import Olanda - mașina este întreținută foarte bine; model deosebit cu plafon panoramic extins și culoare albastru cameleon.
Firmă autorizată - se emite factura fiscală
Mașina se poate testa cu numere de PROBA. Pentru programarea unui drive test nu ezitați să ne contactați.
Mai multe detalii la telefon sau prin mesaj WhatsApp"
peugeot,207,999 €,N/A,70 CP,Diesel,Berlina,135 453 km,Negru,N/A,Manuala,"Peugeot
* 207
* Anul 2007
* Euro 4
* Motorina
* Carte Service la zi (full istoric,acte doveditoare)
* Cutie Manuala 5 rapoarte
* aproximativ 135000 km
* Volan reglabil pe adancime-inaltime
* Cd FM Aux
* Computer bord
* Dublu Climatronic
* Geamuri electrice fata
* ISOFIX
* Suport pahare
* Inchidere centralizata
* Senzori parcare spate
* Proiectoare ceata
* 2 chei
* ETC
Masina se afla in stare foarte buna. Nu scoate fum, nu are sunete ciudate. Are elemente vopsite si rugina.Totul functioneaza fara nici o exceptie !!!
Pentru mai multe detalii la telefon.
Se ofera serie sasiu pentru verificare
Nu sunt interesat de schimburi."
peugeot,206,11 000 lei,1 600 cm³,109 CP,Benzina,Cabrio,123 000 km,Argintiu,2001,Manuala,"Peugeot 206 CC 1.6   Decapotabilă elegantă!
Vând Peugeot 206 CC în stare foarte bună, atât estetic cât și tehnic. Este o mașină de oraș elegantă, cu plafon rigid decapotabil 100% funcțional .
Stopuri legale cu led, suspensie sport.
Motorul pornește și funcționează impecabil, iar kilometrii 123000, sunt reali, dovediți .
Masina se află în posesia mea din 29.12.2010 iar de atunci cu mașina s a circulat aproximativ 25.000 km!!
Dotări și avantaje:
Aer condiționat
Geamuri și oglinzi electrice
Jante din aliaj
Închidere centralizată
Radio CD
Airbag-uri frontale
Plafon electric, fără probleme
Se oferă fiscal pe loc
ITP valabil
Accept orice test
Mașina se află în Mediaș Jud Sibiu"
peugeot,508,6 000 €,1 997 cm³,163 CP,Diesel,Break,320 000 km,Alb,2012,Automata,"Vând Peugeot 508 SW 2.0 HDI 163 HP sau SCHIMB plus minus diferență
Anul fabricației 2011
Cutie viteză automată mod sport si iarna
Padele
Faruri și stopuri full led
Faruri bi-xenon și led
Faruri adaptive ( virează după curba )
Cornering
Head up Display
Frana de mana automata
Asistentă la plecarea in rampa
Senzori parcare / ploaie / lumini
Faza lungă automată ( își dă singură fază lungă )
Pilot automat
Limitator de viteză
Climă pe 4 zone
Buton S.O.S
Buton masurare loc parcare
Încălzire în scaune
Plafon panoramic
Portbagaj electric pe buton
Perdelute geamuri spate și portbagaj
Tapițerie piele
Roți R17 iarna si R18 Vara Cauciucuri Noi
Jenti aliaj
Roata de rezervă
La mașina abea a fost efectuată revizia de ulei + filtre împreună cu distribuție + pompa de apă + revizie cutie automată
Discuri și plăcuțe față noi
Plăcuțe spate noi
Mașina se deplasează pe orice distanță mecanic 10/10
Estetic defecte vizuale datorită vârstei
Este mașina personală"
peugeot,308,6 699 €,1 560 cm³,120 CP,Diesel,Hatchback,225 000 km,Alb,2017,Manuala,"Peugeot 308 facelift
An fabricatie 2017 ( 27.10.2017 pe brief )
Motor 1.6 Diesel Bluetech (88kw/120cp)
Euro 6
Km 225000
Tara de origine : Germania
Senzori parcare fata/spate
Carlig remorcare
Oglinzi electrice incalzite retractabile
4 geamuri electrice
Jante aliaj cu anvelope de vara
Proiectoare ceata
Incalzire in scaune
Volan piele comenzi pe volan
Cutie viteze manuala 6+1
Cotiera fata/spate
Pilot automat
Faruri led
Lumini de zi
Isofix bancheta
Cotiera fata/spate
Interior material textil foarte ingrijit
Senzori ploaie
Senzori lumina
Factura fiscala
Numere rosii valabile 20.10.2025 - 19.01.2026
Locatie : Hunedoara
Contact : 07******91 - Auto Crisobi"
peugeot,208,4 750 €,1 600 cm³,101 CP,Diesel,Hatchback,235 000 km,Alb,2015,Manuala,"***Doriti sa achizitionati un autoturism, dar nu va permite timpul ?
*Avem procedura de achizitie online si posibilitatea de livrare gratuita la domiciliu, pentru clientii nostri.
"">Societate comerciala comert cu autovehicule sub 3.5T * IMPORT OLANDA-GERMANIA
> Consultati Oferta Parcului Nostru!
> Vizitati Site ul OLX la Anunturile Utilizatorului
> Eliberam numere provizorii pe loc!
*Toate autoturismele noastre contin istoric + oferim seria sasiu pt verificare km si carte service
> Kilometri reali trecuti in factura de achizitie a masinii
> Oferim consultanta gratuita pentru inmatricularea masinii
> Acceptam orice testare autorizata !
> Oferim transport cu platforma!
> Traducerea actelor GRATUITA!
***Se Poate Vinde Cash/ Transfer Bancar/RATE Avans ZERO
Pentru tranzactiile in rate se percepe un comision intre 5-10% din pretul masinii!
Pot aparea unele erori de scriere la redactarea anuntului. Clientul are obligatia de a verifica fiecare optiune a masinii!
*** Se accepta si BUY BACK!
***Pot aparea unele erori de scriere la redactarea anuntului. Clientul are obligatia de a verifica fiecare optiune a masinii!
***Locatie: Ploiesti - Centura de Vest, Sos. Buftea NR. 2H - Langa benzinaria Rompetrol Cartier Vest!
***Peugeot 208
1.6d 101cp Euro6
Fabricație : 10.2015
import Olanda
* Led + stopuri neon
* Dublu Climatronic
* Navigatie
* Senzori parcare cu afisaj
* Senzori ploaie lumina
* Computer bord
* Pilot automat
* 6 airbag uri Abs Esp
* 4 Geamuri electrice
* Oglinzi rabatabile electric
* Radio CD Mp3 Usb
* Bluetooth
* volan din piele
* comenzi volan
* scaune reglabile pe înălțime
* inchidere centralizata/2 chei
Jante cu anvelope vara!
Jante cu anvelope iarna!
*Tehnic Estetic stare foarte bună!
*Se acceptă test autorizat!
*Persoanelor interesate oferim seria sasiu!
***Locatie: Ploiesti - Centura de Vest, Sos. Buftea NR. 2H - Langa benzinaria Rompetrol Cartier Vest!"
peugeot,508,7 999 €,1 586 cm³,120 CP,Diesel,Break,221 345 km,Alta culoare,2018,Manuala,"Peugeot 508 SW
1.6 Diesel 120 C.P.
Manual 6+1
2018 Euro 6
Dotari:
Plafon panoramic electric cu comenzi
Camera marsarier
Geamuri electrice
Climatronic bizonal (2-zone) automat
Volan reglabil electric, cu multe comenzi integrate (control navigație, audio, cruise control, telefon, display)
Tehnologie și Siguranță:
Sistem de Control al Sasiului ASR
Head-Up Display (afișaj proiectat pe parbriz pentru viteză, navigație, alerte)
Sistem de navigație GPS cu ecran tactil color mare
Senzori de parcare față și spate
Asistenta unghi mort Side Asist
Cruise Control Adaptiv (ACC) cu Stop & Go
Faruri Matrix LED FULL (iluminare adaptivă și automată, anti-orbire)
Sistem de franare de urgență automată
Asistent pentru păstrarea benzii
Detectare unghi mort
Prindere IsoFix pt scaun Copil
Cotiera Față / Spate + Bar Paket, etc
Oglinzi laterale pliabile electric, încălzite, cu semnalizare și funcție de coborâre în marșarier
Proiectoare Ceață cu funcția Cornering
Sunet și Design:
Sistem audio premium JBL
Apple CarPlay / Android Auto (verificat în meniu)
Etc…
* Plata autoturismului se face in LEI la cursul de vânzare euro BT !
* La prețul afișat NU se mai adauga TVA.
* Se elibereaza factura.
* La achizitionarea autoturismului la pretul afisat se ofera garantie 12 luni sau 5000km pentru motor fara anexe si cutie de viteze.
Poze suplimentare pe pagina noastra de Facebook RXA Automobile
Posibilitate finantare
Rate fixe
IMPORTANT
Vindem mașini CASH sau ÎN RATE prin partenerii nostri TBI Pay, MOGO FINANCE, CLARET SOLUTIONS
Aprobare în max. 3 ore.
Avans 0 la aprobare integrală în rate.
Perioadă finanțare: 6 - 60 luni
Condiții pentru finanțare:
minim 3 luni vechime la actualul angajator
făra istoric negativ în Biroul de credit
ratele să nu depășească 40% din venitul net
Persoane fizice:
Cu istoric negativ in biroul de credit cu avans
Contracte de munca din afara tarii ( din strainatate ) cu avans
Cu venituri din diurna
Persoanele cu pensii din Romania varsta maxima 70 de ani"
peugeot,Partner,4 500 €,1 560 cm³,110 CP,Diesel,Monovolum,234 000 km,Maro / Bej,2011,Manuala,"Peugeot Partner Tepee
An fabricație 2011
Motor 1.6 hdi 110 cp
Rulaj : 230000 km reali certificați
Stare foarte bună de funcționare , climă automată perfect funcțională , geamuri electrice , oglinzi electrice ,parbriz heliomat , perdelute geamuri spate , comenzi sub volan , pilot automat , limitator de viteză , ABS , ESP , ASR.
Nu au fost scoase numere roșii
Import Germania
Asigur transport cu platforma în funcție de distanță
Posibilitate numere roșii pe loc
Tel: 07******36"
peugeot,207,1 599 €,1 360 cm³,90 CP,GPL,Berlina,260 000 km,Negru,2009,Manuala,"Vând Peugeot 207 1.4 cu gpl
An 2009
260.000 km
Baterie nouă are două luni
Parbriz nou
Serie șasiu :Vf3wckfvc9t043163
Dotări:
Abs esp airbag-uri
Geamuri electrice față
Jante r15 cu cauciucuri de iarnă
Distribuție schimbată la 257.250 km (poza 8 din anunț)
Ulei filtre schimbate odată cu distribuția
Consum mic (4-5%] benzină și pe gpl 6%
Defecte estetice potrivit vârstei- vopsea exfoliata , sărită, si urme de spray așa am cumpărat-o…nu este pentru pretențioși din punctul ăsta de vedere. Este o mașină ideală pentru navetă
Mașina cum arată în poze este și în realitate pozele nu sunt editate sau îmbunătățite de nicio natură . Este mașina personală
Al treilea proprietar pe carte
Itp rca valabile
Ofer fiscal
Pentru detalii vă stau la dispoziție ."
peugeot,5008,3 700 €,1 600 cm³,157 CP,Benzina,Monovolum,216 000 km,Gri,2012,Manuala,"Peugeot 5008
Fabricație 2012. Euro 5
1.6 benzina.  157cp
Import Germania
De la proprietar
Extra full!
Nr roșii valabile 3luni
Ulei și filtre schimbate"
peugeot,308,4 950 €,1 560 cm³,120 CP,Diesel,Break,190 000 km,Gri,2016,Manuala,"Peugeot 308 SW , Fabr. 11.2015 , 1.6 hdi 120 cp Euro6 , 190.000 km , Carte Service + raport istoric Km !!
Dotari :
- geamuri electrice
- oglinzi electrice
- lumini de zi led
- navigatie touchscreen
- dublu climatronic
- pilot automat
- comenzi volan
- 2 chei
- senzori de parcare
- jante aliaj
- senzori de ploaie / lumini
- Carte Service
- Istoric km
- start stop
Etc !
Masina se prezinta intr-o stare foarte buna atat tehnic cat si estetic ! Carte service + istoric Nap Km ! Accept orice test !!"
peugeot,Partner,4 990 €,1 598 cm³,98 CP,Benzina,Monovolum,162 759 km,Alta culoare,2012,Manuala,"***www.autovision-bacau.ro***
Posibilitate rate/ leasing auto/ cash/ buy back si test drive
Posibilitate de închidere anticipata si recalculare a creditului
Verificarile și detaliile pentru rate se pot face TELEFONIC -- GABRIEL-- O758.888.58O --, WhatsApp sau direct la sediul nostru!
Acest autoturism poate fi finantat in conditii avantajoase:
* Persoane Fizice:
- Cu istoric negativ in biroul de credit si 20%avans-in functie de istoricul clientului
- Contracte de munca din AFARA TARII (din strainatate )
- Cu venituri din diurna
- Persoanele cu pensii din Romania vârstă maxima 75 de ani la inchiderea creditului
- Venituri din dividente
- Cu venituri din Prenatal
*Persoane juridice :
- Firme (PFA, întreprinderi individuale, SRL etc)
Marca: Peugeot
Model: Partner Tepee
Motor: 1.6Benzina 72kw/98cp
An fabricatie:2012
Prima inmatriculare:03/2012
Cutie de viteze: Manuala
Tara de origine: Germania
Tractiune: Fata
Numar locuri: 5
Caroserie: Monovolum
Culoare: Visiniu Metalizat
Km la bord: 162759
Inmatriculat in Romania
VIN: VF37J5FK0BJ817519 (pentru orice verificare dorita)
Dotari:
- Model deosebit Tepee Edition cu numeroase dotari
- Comenzi volan pentru majoritatea functiilor radio
- Tepee (modelul editie limitata cu numeroase spatii de depozitare)
- 4 panorame in interior pentru fiecare pasager
- Sistem de ventilatie si pentru pasagerii din spate
- Computer bord cu multiple functii
- Aer conditionat functional
- Geamuri electrice
- Oglinzi electrice incalzite
- Bare longitudinale Chromate
- Radio CD original Peugeot MP3
- Usi spate culisante pe ambele parti
- Sistem de fixare isofix
- 2 chei+Inchidere centralizata
- Tapiterie model Tepee,model exclusivist
- Geamuri spate tenta fumurie originale din fabrica
- Hayon spate cu dubla deschidere
- Pachet CHROM interior-exterior
- Scaune reglabile inaltime
- Jante de tabla originala Peugeot R15 cu anvelope foarte bune
- Consum mediu 6%
- Cotiere scaune fata
- Model foarte rar editie limitata,stare impecabila!
- Bare longitudinale ideale pentru suporti de ski sau biciclete
**Masina se prezinta intr-o stare foarte buna atat tehnic cat si optic**
**Motorizare foarte reusita in stare excelenta,import Germania!**
**Autoturism recent inmatriculat in Romania**
**Detinem toate actele in vederea trancrierii!**
**Se elibereaza factura fiscala cu km certificati si CMR de transport!**
**Autoturism in stare excelenta,import Germania,unic proprietar de noua, inmatriculat in Romania**
**Pot exista erori in legatura cu descrierea autoturismului, a datelor specificate precum si a dotarilor**
**Rugam intrebari sau la cerere putem oferi poze/video pentru orice nelamuri sau neclaritati**
**Oferim o cat mai buna transparenta clientilor in raport cu serviciile oferite de parcul nostru**
Tel: O758.657.O45.
O758.888.58O.
De ce sa alegi AUTOVISION-BACAU?
- Oferim garantie 6 LUNI* conditie supusa unor termeni si conditii
- Se ofera numere rosii (provizorii) pe loc
- Punem la dispozitia clientului toate documentele in vederea inmatricularii. La cerere oferim servicii de inmatriculare (Jud. Bacau)/ programare RAR
- Km 100% verificabili. Se elibereaza factura cu km trecuti pe ea
- Serie sasiu disponibila pentru verificare CarVertical
- Firma noastra, cu o experienta de peste 14 ani in domeniu, comercializeaza autovehicule ce pot fi verificate in orice service autorizat! Agentii nostri achizitioneaza masinile direct de la proprietar sau din reprezentante Germania (masini oferite la buy back de clienti). Toate autovehiculele sunt livrate in tara cu platforme proprii, asigurate CMR.
- Oferim livrare in orice localitate din tara cu platforme proprii
- Daca nu ai gasit masina dorita in stoc, ne puteti contacta oricand pentru plasarea unei comenzi!"
peugeot,308,8 600 €,1 199 cm³,130 CP,Benzina,Break,198 000 km,Negru,2018,Automata,"Normă poluare: Euro 6c
Masină personalā
Are scut din metal cumpărat de
mine.
Distribuţia şi schimburile de ulei sunt la zi ulei plus filtre schimbat de 1800 km
Am schimbat uleiul în cutia de viteză automată. Toate schimburile au fost făcute la reprezentanta.
Detin documente pentru toate reviziile mașinii.
Cutie de viteză cu convertizor de cuplu marca AISIN, printre cele mai bune, varianta nouă cu 8 trepte + marşarier.
Carte service și evidenta tuturor schimburilor.
Că dotări enumăr:
Senzori parcare față spate
Camera marsalier 360 grade
Faruri full led reglabile automat in înălţime
Fază lungă scurtă automată
Farurile pornesc singure in funcție de luminozitate
Asistenţă in rampă (la plecarea din rampă maşina nu merge înapoi)
Start-stop
-Keyless entry, keyless go, deschidere şi închidere uşă din mânerul portierei
Volan din piele
Padele pentru schimbarea vitezelor
Torpedou refrigerat
Stergătoare automate
Mod sport cu sunet sport al
motorului şi display sport
Line assist asistenţă la virare
Cruise control
Apple și Android CarPlay
Senzori oboseală
Mașina nu necesită nici o investiție în viitorul apropiat
Rog și ofer seriozitate
Preț negociabil în limita bunului simț
Nu accept schimburi"
peugeot,206 CC,7 500 lei,1 595 cm³,109 CP,Benzina,Cabrio,118 000 km,Gri,2004,Manuala,"Vand Peugeot 206 CC, 1,6 benzina, 109 cai, 118.000km, fabricație 2004. AC revizuit, umplut si perfect functional.
Recent s-au schimbat urmatoarele:
Curea accesorii
Intinzator curea accesorii
Termostat, antigel.
Ulei+filtrele aferente.
Tampon motor, bielete, capete bara, bielete bara stabilizatoare urmat de unghi de fuga.
4 boxe noi, bloc lumini, casetofon ( am si originalul)
Masina nu are rugina. Prezinta defecte estetice pe exterior (zgarieturi si mici îndoituri).
Pret usor negociabil
8300 ron"
peugeot,2008,4 499 €,1 199 cm³,82 CP,Benzina,Hatchback,125 000 km,Maro / Bej,2014,Manuala,"Vand Peugeot 2008 1.2 benzina in stare perfecta fara probleme ascunse sau becuri aprinse!
Un singur proprietar de noua!!
Dotari:
Aer conditionat
Radioplayer cu bluetooth
Comenzi volan
Pilot automat
Sistem izofix
Geamuri electrice
Oglinzi electrice
Inchidere centralizata
Nu s-au scos nr.rosii!!
Cer si ofer seriozitate!"
peugeot,208,15 400 €,N/A,136 CP,Electric,Hatchback,31 000 km,Gri,2022,Automata,"Peugeot 208 e-GT
• Motor electric 136 CP
• Baterie de 50 kWh
• Autonomie: aproximativ 340 km (consum 13–14 kWh/100 km)
• Trapă panoramică
• Istoric complet de service (întreținut la reprezentanță)
• Interior din piele Alcantara
• Iluminare ambientală în mai multe culori
• Cruise control adaptiv (ACC)
• Asistent menținere bandă
• Sistem activ de frânare automată de urgență
• Pompă de căldură
• Pachet de siguranță Plus & Pachet Drive Assist Plus
• Recunoașterea semnelor de circulație
• Cameră 360°
• Asistent pentru unghiul mort
• Asistent automat de parcare
• Scaune față încălzite
• Parbriz și duze de spălare încălzite
• Senzori de parcare față și spate (PDC)
• Jante aliaj 17” cu anvelope de vară + jante aliaj 16” cu anvelope de iarnă
• Faruri LED față și spate / Lumini de zi LED
• Asistent fază lungă, senzori de lumină și ploaie
• Sistem multimedia cu ecran tactil de 10”, navigație, Android Auto & Apple CarPlay
• USB-C / USB 3 / AUX / Bluetooth / Sistem hands-free
• Radio DAB / DAB+, Keyless Go (închidere/deschidere automată)
• Control climatizare, nivel baterie și autonomie prin aplicație mobilă gratuită
• Climatizare automată pe 2 zone, coloană de direcție reglabilă
• Oglinzi exterioare reglabile electric, încălzite, rabatabile și cu iluminare ambientală
• Oglinzi interioare și exterioare cu funcție anti-orbire automată
• Geamuri electrice față și spate, geamuri spate fumurii (de la stâlpul B)
• Încărcător la bord de 11 kW (3 faze) — timp de încărcare aprox. 4 ore
• Încărcare rapidă CCS până la 100 kW (0–80% în aproximativ 30 minute)
• 2 chei incluse
• Moduri de condus: „Eco”, „Normal”, „Sport”
• Frânare regenerativă ajustabilă (2 niveluri, inclusiv modul „B”)
• Cablu de încărcare Type 2 (3 faze) + încărcător Schuko (230 V)"
peugeot,308,1 500 €,1 596 cm³,N/A,Diesel,Hatchback,211 000 km,Negru,2008,Manuala,"Peugeot 308 din 2008, motor 1.6 HDi (110 CP), cutie manuală 5 trepte, ~211.000 km.
Mașina merge foarte bine mecanic, recent făcută revizia.
Cauciucuri achiziționate în 2024.
Dotări: AC, pilot automat, geamuri electrice, jante aliaj.
Estetic are julituri pe bara față/spate și un stop spate crăpat (se poate înlocui ușor).
O vând deoarece am achiziționat o mașină mai nouă.
Prim proprietar în România iar proprietarul anterior a fost o cunoștință din Italia.
Mașina poate fi văzută în Moreni sau l solicitări o pot aduce în București.
Consum mic, fiabilă, perfectă pentru navetă sau oraș.
Nu schimb!"
peugeot,308,4 999 €,1 600 cm³,100 CP,Diesel,Break,135 000 km,Gri,2015,Manuala,"Peugeot 308 SW
-stare foarte buna
-consum redus
-cauciucuri aproape noi
-fabricație 09/2015
-model Blue HDI 100
-2 chei
-135.000 km
-ITP 12/2026
proprietar stare f buna
Ofer seria pentru verificare VF3LCBHYBFS192675"
peugeot,208,3 200 €,999 cm³,68 CP,Benzina,Coupe,152 000 km,Alb,2013,Manuala,"km:152.000
Un singur Proprietar 2019-2025
An fabricație:27.03.2013
ITP valabil:02.08.2026
Asigurare valabilă
Pregătită de iarnă cu Cauciucuri iarnă noi 195/65/15
Geamuri electrice
Închidere centralizată
2 chei tip briceag
Comenzi volan
Aer condiționat perfect funcțional
Radio cd original ,bluetooth
Distribuție lanț
Ulei cu filtru ulei nou
Mașina perfectă pt oraș
Nu necesită investiții momentan
Se prezintă ca noua , mai ales interiorul este de nota 10
Pot spune ca este o masina pt pretențioși
Accept test
Tel :07******01
Preț :3200-€uro"
peugeot,3008,12 499 €,1 199 cm³,130 CP,Benzina,SUV,125 000 km,Maro / Bej,2018,Manuala,"Peugeot 3008 Allure - 2018 - 130 hp - GARANTIE - rate avans 0
Preț: 12.499 EUR
Fabricație 2018
Rulaj 125.000 km
Motorizare 1.2i - 130 cp
Cutie manuală
Telefon: 07********66
Dotări:
- Lane departure warning - avertizare parasire a benzii
- Recunoastere semne de circulatie
- Sistem detectare oboseala sofer
- Sistem de franare automata
- Ceasuri de bord digitale - Virtual Cockpit
- Încalzire în scaune
- Interior piele + textil
- Volan multifuncțional cu padele
- Apple CarPlay, Android Auto și navigație 3D cu touch screen, inclusiv harta României
- Lumini ambientale
- DAYLIGHT – lumini de zi LED
- Stopuri LED
- Frână de mana electrica
- Pilot automat
- Oglinzi electrice încălzite
- Follow me home / Leaving me home
- Geamuri electrice față-spate
- Senzori de parcare 360
- Camera marsarier
- Senzori de lumină
- Senzori de ploaie
- Senzori presiune pneuri cu afisaj
- Cotiera față / spate
- Privacy glass
- Jante aliaj 18 inch bi-colore
- 2 chei
Se oferă factură fiscală
Se oferă gratuit raport CarVertical
GARANTIE 12 LUNI
GRATUIT numere provizorii.
KM sunt trecuți în factură.
POSIBILITATE DE VÂNZARE ÎN RATE pentru persoane fizice si juridice.
APROBARE CREDIT ONLINE
Aprobarea este rapidă in maxim 2 ore, doar cu BULETIN sau CUI.
Dobânda este în funcție de profilul clientului, începând cu 1% / lună (cu posibilitatea de rambursare anticipată la care dobânda este 0 %)."
peugeot,2008,13 800 €,1 200 cm³,131 CP,Benzina,SUV,152 000 km,Gri,2021,Automata,"* Peugeot 2008
* An 2021
* 152.000 km
*Motor 1.2 benzina 130 cp
* Cutie automată 8+1
*  Climatronic
* Navigație touchscreen
* Volan piele multifuncțional
* Senzori parcare
* Camera marșarier
* Lane asist - menține banda
* Faruri full led automate
* Funcția Cornering
* Start - Stop
* Padele volan
* Senzori presiune roți
* Senzori ploaie
Mai multe detalii la telefon: 07******53"
peugeot,308,8 399 €,1 560 cm³,120 CP,Diesel,Break,126 000 km,Argintiu,2018,Automata,"Vând Peugeot 308 impecabil, 2018, motor 1.6 BlueHDi (88 kW), CUTIE AUTOMATĂ, întreținută exemplar.
Mașina arată și merge foarte bine – fără bătăi, fără erori, fără probleme ascunse.
DOTĂRI CARE O SCOT DIN MULȚIME:
Cutie automată – schimbări line, ideală pentru oraș și drumuri lungi
Trapa panoramică Cielo – FULL
Faruri Full LED – luminozitate excelentă
Ecran tactil color „Peugeot i-Cockpit” – Touchscreen multimedia
Jante originale Peugeot R18 – model Sport bi-color
Pilot automat
Kilometraj real: 126.000 km
Consum foarte mic, motor fiabil.
Mașină curată, îngrijită, fără investiții necesare
Perfectă pentru cine vrea o compactă modernă, fiabilă și bine echipată
Se prezintă exact ca în poze"
